#Request 439844
0	439844	MUB	CTB	13	10
#Request 439860
0	439860	MUB	CTB	13	10
0	439860	CTB	CBE	13	45
#Request 439849
1	439849	MUB	CTB	13	5
#Request 439474
0	439474	CTB	CBE	13	45
#Request 440015
0	440015	CBE	SLI	14	0
0	440015	SLI	OMD	14	30
0	440015	OMD	PPM	14	55
#Request 440013
0	440013	CBE	SLI	14	0
0	440013	SLI	OMD	14	30
0	440013	OMD	PPM	14	55
#Request 439758
0	439758	SLI	OMD	14	30
#Request 439351
1	439351	CBE	MUB	10	50
#Request 439745
0	439745	CTB	JAO	11	25
#Request 2438936
0	2438936	OMD	MUB	12	20
#Request 439853
1	439853	MUB	CTB	13	5
1	439853	CTB	MOM	13	35
#Request 439764
1	439764	CTB	MOM	13	35
1	439764	MOM	VUM	13	50
