#Request 439844
0	439844	MUB	CTB	13	30
#Request 439860
0	439860	MUB	CTB	13	30
0	439860	CTB	CBE	14	5
#Request 439849
0	439849	MUB	CTB	13	30
#Request 439474
0	439474	CTB	CBE	14	5
#Request 440015
1	440015	CBE	PPM	11	30
#Request 440013
1	440013	CBE	PPM	11	30
#Request 439758
1	439758	SLI	VUM	13	15
1	439758	VUM	OMD	13	30
#Request 439744
0	439744	SWI	BBK	10	0
#Request 439955
0	439955	SWI	BBK	10	0
#Request 439978
0	439978	BBK	CBE	11	20
0	439978	CBE	VUM	11	50
0	439978	VUM	XIG	12	10
#Request 439794
1	439794	JAO	VUM	12	5
#Request 439519
1	439519	VUM	CBE	12	35
#Request 439947
0	439947	CBE	VUM	11	50
#Request 439899
1	439899	CBE	SLI	12	50
1	439899	SLI	VUM	13	15
#Request 439942
1	439942	CBE	SLI	12	50
1	439942	SLI	VUM	13	15
#Request 439753
1	439753	CBE	SLI	12	50
1	439753	SLI	VUM	13	15
#Request 439781
1	439781	VUM	OMD	13	30
1	439781	OMD	ABU	13	50
#Request 439999
1	439999	VUM	OMD	13	30
1	439999	OMD	ABU	13	50
#Request 2445752
1	2445752	VUM	OMD	13	30
1	2445752	OMD	ABU	13	50
