#Request 439710
1	439710	HND	XIG	11	30
1	439710	XIG	CTB	11	55
#Request 439910
1	439910	XIG	CTB	11	55
#Request 439769
0	439769	KHP	JAO	14	15
#Request 439989
0	439989	KHP	JAO	14	15
#Request 439992
0	439992	KHP	JAO	14	15
#Request 439884
0	439884	KHP	JAO	14	15
0	439884	JAO	VUM	14	35
#Request 439790
1	439790	JAO	ABU	12	55
1	439790	ABU	XIG	13	15
1	439790	XIG	KHW	13	50
#Request 2445832
1	2445832	XIG	KHW	13	50
#Request 2445826
1	2445826	XIG	KHW	13	50
#Request 2445833
1	2445833	KHW	CBE	14	15
#Request 2445827
1	2445827	KHW	CBE	14	15
#Request 439744
0	439744	SWI	BBK	10	0
#Request 439955
0	439955	SWI	BBK	10	0
#Request 439978
0	439978	BBK	XIG	11	50
#Request 439794
0	439794	JAO	VUM	14	35
#Request 439519
0	439519	VUM	CBE	15	5
#Request 439947
1	439947	CBE	VUM	14	45
#Request 439899
1	439899	CBE	VUM	14	45
#Request 439942
1	439942	CBE	VUM	14	45
#Request 439753
1	439753	CBE	VUM	14	45
#Request 439781
1	439781	VUM	JAO	12	40
1	439781	JAO	ABU	12	55
#Request 439999
1	439999	VUM	JAO	12	40
1	439999	JAO	ABU	12	55
#Request 2445752
1	2445752	VUM	JAO	12	40
1	2445752	JAO	ABU	12	55
