#Solutions
40	17300.0
41	7637.5
#Intermediate Results
42	7025.0
43	18662.5
44	3637.5
45	4912.5
46	12262.5
47	4275.0
48	12262.5
49	18612.5
50	6850.0
51	7625.0
52	11987.5
53	6987.5
54	4787.5
55	4900.0
56	2525.0
57	4787.5
58	17712.5
59	1400.0
60	8400.0
61	8150.0
62	1400.0
63	11987.5
64	7637.5
65	8237.5
66	7012.5
67	17712.5
68	2525.0
69	9200.0
70	8150.0
71	3625.0
72	2525.0
73	7012.5
74	11987.5
75	16775.0
76	6525.0
77	2525.0
78	1400.0
79	1400.0
80	7025.0
81	7025.0
82	5125.0
83	11350.0
84	6125.0
85	14087.5
86	2525.0
87	9875.0
88	4275.0
89	11987.5
90	10200.0
91	1525.0
92	10062.5
