# id	orig.	dest.	earl. dep min	earl. dep day	lates. arr. min	lates. arr. day	pass. weight	max. intermediate stops	max. detour
439710	HND	CTB	660	1	930	1	2	428	2	0.5
439910	XIG	CTB	660	1	930	1	2	438	2	0.5
439769	KHP	JAO	660	1	900	1	4	856	2	0.5
439989	KHP	JAO	660	1	900	1	3	647	2	0.5
439992	KHP	JAO	660	1	900	1	2	438	2	0.5
439884	KHP	VUM	660	1	930	1	2	428	2	0.5
439790	JAO	KHW	660	1	930	1	2	438	2	0.5
2445832	XIG	KHW	630	1	930	1	4	752	2	0.5
2445826	XIG	KHW	630	1	930	1	3	637	2	0.5
2445833	KHW	CBE	840	1	930	1	4	752	2	0.5
2445827	KHW	CBE	840	1	930	1	3	637	2	0.5
439744	SWI	BBK	510	1	615	1	11	2161	2	0.5
439955	SWI	BBK	510	1	615	1	1	201	2	0.5
439978	BBK	XIG	640	1	900	1	10	1996	2	0.5
439794	JAO	VUM	660	1	930	1	2	438	2	0.5
439519	VUM	CBE	660	1	930	1	2	428	2	0.5
439947	CBE	VUM	660	1	930	1	2	418	2	0.5
439899	CBE	VUM	660	1	930	1	4	856	2	0.5
439942	CBE	VUM	660	1	930	1	3	637	2	0.5
439753	CBE	VUM	660	1	930	1	3	687	2	0.5
439781	VUM	ABU	660	1	900	1	3	647	2	0.5
439999	VUM	ABU	660	1	900	1	2	428	2	0.5
2445752	VUM	ABU	660	1	930	1	1	219	2	0.5
