#Request 439744
0	439744	SWI	BBK	10	0
#Request 439955
0	439955	SWI	BBK	10	0
#Request 439978
0	439978	BBK	XIG	11	50
#Request 439794
0	439794	JAO	VUM	12	25
#Request 439519
0	439519	VUM	CBE	12	55
#Request 439947
0	439947	CBE	VUM	13	25
#Request 439899
0	439899	CBE	VUM	13	25
#Request 439942
0	439942	CBE	VUM	13	25
#Request 439753
0	439753	CBE	VUM	13	25
#Request 439781
0	439781	VUM	ABU	13	45
#Request 439999
0	439999	VUM	ABU	13	45
#Request 2445752
0	2445752	VUM	ABU	13	45
#Request 439509
1	439509	VUM	MOM	11	20
#Request 439489
1	439489	MOM	MUB	12	0
1	439489	MUB	BBK	14	10
#Request 439543
1	439543	MOM	MUB	12	0
