#Solutions
40	12475.0
41	5076.400115966797
#Intermediate Results
42	8762.5
43	4499.200134277344
44	5076.400115966797
45	18275.0
46	1587.5
47	4362.5
48	18275.0
49	13062.5
50	4637.5
51	19462.5
52	9850.0
53	13875.0
54	5550.0
55	1435.6000366210938
56	13875.0
57	13462.5
58	9912.5
59	5200.0
60	5200.0
61	1525.0
62	1383.8000183105469
63	13875.0
64	2930.4000854492188
65	13062.5
66	2930.4000854492188
67	9850.0
68	2849.0000915527344
69	5550.0
70	2930.4000854492188
71	5076.400115966797
72	1525.0
73	8762.5
74	9950.0
75	8762.5
76	1525.0
77	1525.0
