#Request 439710
1	439710	HND	JAO	11	5
1	439710	JAO	XIG	11	20
1	439710	XIG	CTB	11	45
#Request 439910
1	439910	XIG	CTB	11	45
#Request 439769
1	439769	KHP	VUM	14	35
1	439769	VUM	JAO	14	55
#Request 439989
1	439989	KHP	VUM	14	35
1	439989	VUM	JAO	14	55
#Request 439992
1	439992	KHP	VUM	14	35
1	439992	VUM	JAO	14	55
#Request 439884
1	439884	KHP	VUM	14	35
#Request 439790
1	439790	JAO	XIG	11	20
1	439790	XIG	CTB	11	45
1	439790	CTB	KHW	12	5
#Request 2445832
1	2445832	XIG	CTB	11	45
1	2445832	CTB	KHW	12	5
#Request 2445826
0	2445826	XIG	KHW	13	50
#Request 2445833
0	2445833	KHW	CBE	14	15
#Request 2445827
0	2445827	KHW	CBE	14	15
