#Request 439857
1	439857	BBK	CBE	11	20
#Request 439514
0	439514	CBE	BBK	12	40
#Request 439720
0	439720	CBE	BBK	12	40
#Request 439960
0	439960	CBE	BBK	12	40
#Request 439965
0	439965	CBE	BBK	12	40
#Request 439833
0	439833	BBK	SWI	14	15
#Request 439744
1	439744	SWI	BBK	10	0
#Request 439955
1	439955	SWI	BBK	10	0
#Request 439978
1	439978	BBK	CBE	11	20
1	439978	CBE	XIG	12	0
#Request 439794
1	439794	JAO	VUM	12	35
#Request 439519
0	439519	VUM	CBE	11	50
#Request 439947
0	439947	CBE	VUM	11	20
#Request 439899
0	439899	CBE	VUM	11	20
#Request 439942
0	439942	CBE	VUM	11	20
#Request 439753
0	439753	CBE	VUM	11	20
#Request 439781
1	439781	VUM	ABU	12	55
#Request 439999
1	439999	VUM	ABU	12	55
#Request 2445752
1	2445752	VUM	ABU	12	55
