#Solutions
40	0	1
40	1	0
40	439857	1
40	439514	0
40	439720	0
40	439960	0
40	439965	0
40	439833	0
40	439844	1
40	439860	1
40	439849	1
40	439474	1
40	440015	1
40	440013	1
40	439758	1

41	0	0
41	1	1
41	439857	0
41	439514	1
41	439720	1
41	439960	1
41	439965	1
41	439833	1
41	439844	0
41	439860	0
41	439849	0
41	439474	0
41	440015	0
41	440013	0
41	439758	0

#Intermediate Results
42	0	0
42	1	1
42	439857	0
42	439514	0
42	439720	0
42	439960	0
42	439965	0
42	439833	0
42	439844	0
42	439860	0
42	439849	0
42	439474	0
42	440015	0
42	440013	0
42	439758	0

43	0	1
43	1	0
43	439857	0
43	439514	0
43	439720	0
43	439960	0
43	439965	0
43	439833	0
43	439844	0
43	439860	1
43	439849	0
43	439474	1
43	440015	0
43	440013	1
43	439758	1

44	0	1
44	1	0
44	439857	0
44	439514	1
44	439720	0
44	439960	0
44	439965	0
44	439833	1
44	439844	0
44	439860	0
44	439849	0
44	439474	1
44	440015	1
44	440013	1
44	439758	0

45	0	0
45	1	1
45	439857	0
45	439514	0
45	439720	1
45	439960	1
45	439965	1
45	439833	0
45	439844	1
45	439860	0
45	439849	1
45	439474	0
45	440015	0
45	440013	0
45	439758	0

46	0	0
46	1	1
46	439857	0
46	439514	0
46	439720	1
46	439960	1
46	439965	1
46	439833	0
46	439844	1
46	439860	1
46	439849	1
46	439474	0
46	440015	0
46	440013	0
46	439758	0

47	0	1
47	1	0
47	439857	0
47	439514	0
47	439720	1
47	439960	0
47	439965	0
47	439833	0
47	439844	0
47	439860	1
47	439849	0
47	439474	1
47	440015	0
47	440013	0
47	439758	1

48	0	1
48	1	0
48	439857	0
48	439514	0
48	439720	0
48	439960	0
48	439965	0
48	439833	0
48	439844	0
48	439860	0
48	439849	0
48	439474	1
48	440015	0
48	440013	0
48	439758	1

49	0	0
49	1	1
49	439857	0
49	439514	0
49	439720	1
49	439960	1
49	439965	0
49	439833	0
49	439844	1
49	439860	0
49	439849	1
49	439474	0
49	440015	0
49	440013	0
49	439758	0

50	0	1
50	1	0
50	439857	0
50	439514	0
50	439720	0
50	439960	0
50	439965	0
50	439833	0
50	439844	1
50	439860	0
50	439849	1
50	439474	1
50	440015	1
50	440013	1
50	439758	1

51	0	1
51	1	0
51	439857	0
51	439514	0
51	439720	0
51	439960	0
51	439965	0
51	439833	0
51	439844	0
51	439860	0
51	439849	1
51	439474	1
51	440015	0
51	440013	0
51	439758	1

52	0	1
52	1	0
52	439857	0
52	439514	0
52	439720	0
52	439960	0
52	439965	0
52	439833	0
52	439844	0
52	439860	0
52	439849	0
52	439474	0
52	440015	0
52	440013	0
52	439758	1

53	0	0
53	1	1
53	439857	1
53	439514	1
53	439720	0
53	439960	0
53	439965	0
53	439833	1
53	439844	0
53	439860	0
53	439849	0
53	439474	0
53	440015	0
53	440013	0
53	439758	0

54	0	0
54	1	1
54	439857	0
54	439514	0
54	439720	0
54	439960	0
54	439965	0
54	439833	0
54	439844	1
54	439860	0
54	439849	1
54	439474	0
54	440015	1
54	440013	0
54	439758	0

55	0	1
55	1	0
55	439857	0
55	439514	0
55	439720	0
55	439960	0
55	439965	0
55	439833	1
55	439844	0
55	439860	0
55	439849	0
55	439474	1
55	440015	0
55	440013	0
55	439758	1

56	0	0
56	1	1
56	439857	0
56	439514	0
56	439720	0
56	439960	0
56	439965	0
56	439833	1
56	439844	0
56	439860	0
56	439849	0
56	439474	0
56	440015	0
56	440013	0
56	439758	0

57	0	0
57	1	1
57	439857	0
57	439514	0
57	439720	0
57	439960	0
57	439965	0
57	439833	0
57	439844	1
57	439860	0
57	439849	0
57	439474	0
57	440015	0
57	440013	0
57	439758	0

58	0	1
58	1	0
58	439857	0
58	439514	0
58	439720	0
58	439960	0
58	439965	0
58	439833	0
58	439844	0
58	439860	1
58	439849	0
58	439474	1
58	440015	1
58	440013	1
58	439758	1

59	0	1
59	1	0
59	439857	0
59	439514	0
59	439720	0
59	439960	0
59	439965	0
59	439833	0
59	439844	0
59	439860	1
59	439849	0
59	439474	1
59	440015	0
59	440013	0
59	439758	1

60	0	1
60	1	0
60	439857	0
60	439514	0
60	439720	0
60	439960	0
60	439965	0
60	439833	1
60	439844	0
60	439860	0
60	439849	0
60	439474	0
60	440015	0
60	440013	0
60	439758	1

61	0	0
61	1	1
61	439857	0
61	439514	0
61	439720	1
61	439960	0
61	439965	0
61	439833	0
61	439844	1
61	439860	0
61	439849	1
61	439474	0
61	440015	0
61	440013	0
61	439758	0

62	0	1
62	1	0
62	439857	0
62	439514	0
62	439720	0
62	439960	0
62	439965	0
62	439833	0
62	439844	1
62	439860	1
62	439849	1
62	439474	1
62	440015	1
62	440013	1
62	439758	1

63	0	0
63	1	1
63	439857	1
63	439514	1
63	439720	1
63	439960	1
63	439965	1
63	439833	1
63	439844	0
63	439860	0
63	439849	0
63	439474	0
63	440015	0
63	440013	0
63	439758	0

64	0	0
64	1	1
64	439857	0
64	439514	0
64	439720	0
64	439960	0
64	439965	0
64	439833	0
64	439844	1
64	439860	0
64	439849	1
64	439474	0
64	440015	0
64	440013	0
64	439758	0

