#Solutions
40	11550.0
41	6082.800216674805
#Intermediate Results
42	9100.0
43	15050.0
44	11675.0
45	8500.0
46	10925.0
47	4487.5
48	3450.0
49	3892.400146484375
50	5986.600158691406
51	3450.0
52	11500.0
53	3996.0001831054688
54	6550.0
55	6575.0
56	3056.2001342773438
57	12437.5
58	2427.2001037597656
59	6887.5
60	10937.5
61	2412.400115966797
62	4300.0
63	2360.60009765625
64	4758.2001953125
65	2360.60009765625
66	4175.0
67	6425.0
68	4175.0
69	3640.8001403808594
70	5850.0
71	5625.0
72	11675.0
73	9400.0
74	11100.0
75	14125.0
76	14125.0
77	7000.0
78	2641.800079345703
79	9325.0
80	5986.600158691406
81	5012.5
