#Request 439844
0	439844	MUB	CTB	13	0
#Request 439860
0	439860	MUB	CTB	13	0
0	439860	CTB	CBE	13	35
#Request 439849
0	439849	MUB	CTB	13	0
#Request 439474
0	439474	CTB	CBE	13	35
#Request 440015
0	440015	CBE	SLI	13	50
0	440015	SLI	OMD	14	20
0	440015	OMD	PPM	14	45
#Request 440013
0	440013	CBE	SLI	13	50
0	440013	SLI	OMD	14	20
0	440013	OMD	PPM	14	45
#Request 439758
0	439758	SLI	OMD	14	20
#Request 439509
1	439509	VUM	MOM	11	20
#Request 439489
1	439489	MOM	MUB	12	0
1	439489	MUB	BBK	14	10
#Request 439543
1	439543	MOM	MUB	12	0
