#Request 439710
1	439710	HND	XIG	11	5
1	439710	XIG	CTB	11	35
#Request 439910
1	439910	XIG	CTB	11	35
#Request 439769
0	439769	KHP	JAO	12	45
#Request 439989
0	439989	KHP	JAO	12	45
#Request 439992
0	439992	KHP	JAO	12	45
#Request 439884
0	439884	KHP	JAO	12	45
0	439884	JAO	XIG	13	0
0	439884	XIG	VUM	13	20
#Request 439790
0	439790	JAO	XIG	13	0
0	439790	XIG	VUM	13	20
0	439790	VUM	KHW	13	50
#Request 2445832
0	2445832	XIG	VUM	13	20
0	2445832	VUM	KHW	13	50
#Request 2445826
0	2445826	XIG	VUM	13	20
0	2445826	VUM	KHW	13	50
#Request 2445833
0	2445833	KHW	CBE	14	15
#Request 2445827
0	2445827	KHW	CBE	14	15
