#Solutions
40	0	1
40	1	0
40	439710	0
40	439910	0
40	439769	1
40	439989	1
40	439992	1
40	439884	1
40	439790	1
40	2445832	1
40	2445826	1
40	2445833	1
40	2445827	1

41	0	0
41	1	1
41	439710	1
41	439910	1
41	439769	0
41	439989	0
41	439992	0
41	439884	0
41	439790	0
41	2445832	0
41	2445826	0
41	2445833	0
41	2445827	0

#Intermediate Results
42	0	0
42	1	1
42	439710	0
42	439910	0
42	439769	0
42	439989	0
42	439992	0
42	439884	0
42	439790	0
42	2445832	0
42	2445826	0
42	2445833	0
42	2445827	0

43	0	1
43	1	0
43	439710	0
43	439910	0
43	439769	0
43	439989	0
43	439992	0
43	439884	0
43	439790	0
43	2445832	0
43	2445826	1
43	2445833	1
43	2445827	1

44	0	1
44	1	0
44	439710	0
44	439910	0
44	439769	0
44	439989	1
44	439992	0
44	439884	1
44	439790	1
44	2445832	1
44	2445826	1
44	2445833	1
44	2445827	1

45	0	1
45	1	0
45	439710	0
45	439910	0
45	439769	0
45	439989	0
45	439992	0
45	439884	0
45	439790	0
45	2445832	1
45	2445826	1
45	2445833	1
45	2445827	1

46	0	1
46	1	0
46	439710	0
46	439910	0
46	439769	1
46	439989	0
46	439992	0
46	439884	0
46	439790	0
46	2445832	1
46	2445826	1
46	2445833	1
46	2445827	1

47	0	1
47	1	0
47	439710	0
47	439910	0
47	439769	0
47	439989	0
47	439992	0
47	439884	0
47	439790	1
47	2445832	1
47	2445826	1
47	2445833	1
47	2445827	1

48	0	1
48	1	0
48	439710	0
48	439910	0
48	439769	0
48	439989	1
48	439992	1
48	439884	1
48	439790	1
48	2445832	1
48	2445826	1
48	2445833	1
48	2445827	1

49	0	1
49	1	0
49	439710	0
49	439910	0
49	439769	0
49	439989	0
49	439992	0
49	439884	0
49	439790	0
49	2445832	0
49	2445826	0
49	2445833	1
49	2445827	1

50	0	1
50	1	0
50	439710	0
50	439910	0
50	439769	1
50	439989	1
50	439992	0
50	439884	1
50	439790	1
50	2445832	1
50	2445826	0
50	2445833	1
50	2445827	1

51	0	1
51	1	0
51	439710	0
51	439910	0
51	439769	1
51	439989	1
51	439992	1
51	439884	1
51	439790	1
51	2445832	1
51	2445826	1
51	2445833	1
51	2445827	1

52	0	0
52	1	1
52	439710	0
52	439910	0
52	439769	0
52	439989	0
52	439992	0
52	439884	0
52	439790	0
52	2445832	0
52	2445826	1
52	2445833	0
52	2445827	0

53	0	1
53	1	0
53	439710	0
53	439910	0
53	439769	0
53	439989	0
53	439992	0
53	439884	0
53	439790	0
53	2445832	0
53	2445826	0
53	2445833	0
53	2445827	1

54	0	0
54	1	1
54	439710	1
54	439910	1
54	439769	0
54	439989	0
54	439992	0
54	439884	0
54	439790	0
54	2445832	0
54	2445826	1
54	2445833	0
54	2445827	0

55	0	0
55	1	1
55	439710	1
55	439910	0
55	439769	0
55	439989	0
55	439992	0
55	439884	0
55	439790	0
55	2445832	0
55	2445826	0
55	2445833	0
55	2445827	0

56	0	1
56	1	0
56	439710	0
56	439910	0
56	439769	0
56	439989	0
56	439992	0
56	439884	1
56	439790	1
56	2445832	1
56	2445826	1
56	2445833	1
56	2445827	1

57	0	1
57	1	0
57	439710	0
57	439910	0
57	439769	0
57	439989	0
57	439992	0
57	439884	0
57	439790	0
57	2445832	0
57	2445826	1
57	2445833	0
57	2445827	1

58	0	1
58	1	0
58	439710	0
58	439910	1
58	439769	0
58	439989	0
58	439992	0
58	439884	0
58	439790	0
58	2445832	1
58	2445826	1
58	2445833	1
58	2445827	1

59	0	0
59	1	1
59	439710	1
59	439910	1
59	439769	0
59	439989	0
59	439992	0
59	439884	0
59	439790	0
59	2445832	0
59	2445826	0
59	2445833	0
59	2445827	0

