#Request 439710
0	439710	HND	XIG	11	5
0	439710	XIG	CTB	11	30
#Request 439910
0	439910	XIG	CTB	11	30
#Request 439769
0	439769	KHP	VUM	13	55
0	439769	VUM	JAO	14	15
#Request 439989
0	439989	KHP	VUM	13	55
0	439989	VUM	JAO	14	15
#Request 439992
0	439992	KHP	VUM	13	55
0	439992	VUM	JAO	14	15
#Request 439884
0	439884	KHP	VUM	13	55
#Request 439790
0	439790	JAO	XIG	14	30
0	439790	XIG	KHW	15	5
#Request 2445832
0	2445832	XIG	KHW	15	5
#Request 2445826
0	2445826	XIG	KHW	15	5
#Request 2445833
0	2445833	KHW	CBE	15	30
#Request 2445827
0	2445827	KHW	CBE	15	30
#Request 439509
1	439509	VUM	MOM	11	20
#Request 439489
1	439489	MOM	MUB	12	0
1	439489	MUB	BBK	14	10
#Request 439543
1	439543	MOM	MUB	12	0
