#Request 439710
1	439710	HND	XIG	13	40
1	439710	XIG	CTB	14	5
#Request 439910
1	439910	XIG	CTB	14	5
#Request 439769
1	439769	KHP	MUB	11	40
1	439769	MUB	JAO	12	45
#Request 439989
1	439989	KHP	MUB	11	40
1	439989	MUB	JAO	12	45
#Request 439992
1	439992	KHP	MUB	11	40
1	439992	MUB	JAO	12	45
#Request 439884
1	439884	KHP	MUB	11	40
1	439884	MUB	JAO	12	45
1	439884	JAO	VUM	13	5
#Request 439790
0	439790	JAO	XIG	13	15
0	439790	XIG	KHW	13	50
#Request 2445832
0	2445832	XIG	KHW	13	50
#Request 2445826
0	2445826	XIG	KHW	13	50
#Request 2445833
0	2445833	KHW	CBE	14	15
#Request 2445827
0	2445827	KHW	CBE	14	15
