#Request 439710
1	439710	HND	XIG	11	5
1	439710	XIG	CTB	11	30
#Request 439910
1	439910	XIG	CTB	11	30
#Request 439769
1	439769	KHP	JAO	14	25
#Request 439989
1	439989	KHP	JAO	14	25
#Request 439992
1	439992	KHP	JAO	14	25
#Request 439884
1	439884	KHP	JAO	14	25
1	439884	JAO	XIG	14	40
1	439884	XIG	VUM	15	0
#Request 439790
1	439790	JAO	XIG	14	40
1	439790	XIG	VUM	15	0
1	439790	VUM	KHW	15	30
#Request 2445832
1	2445832	XIG	VUM	15	0
1	2445832	VUM	KHW	15	30
#Request 2445826
1	2445826	XIG	VUM	15	0
1	2445826	VUM	KHW	15	30
#Request 2445833
0	2445833	KHW	CBE	14	15
#Request 2445827
0	2445827	KHW	CBE	14	15
#Request 439844
0	439844	MUB	CTB	13	30
#Request 439860
0	439860	MUB	CTB	13	30
0	439860	CTB	KHW	13	50
0	439860	KHW	CBE	14	15
#Request 439849
0	439849	MUB	CTB	13	30
#Request 439474
0	439474	CTB	KHW	13	50
0	439474	KHW	CBE	14	15
#Request 440015
0	440015	CBE	VUM	11	35
0	440015	VUM	OMD	11	50
0	440015	OMD	PPM	12	15
#Request 440013
0	440013	CBE	VUM	11	35
0	440013	VUM	OMD	11	50
0	440013	OMD	PPM	12	15
#Request 439758
0	439758	SLI	CBE	11	5
0	439758	CBE	VUM	11	35
0	439758	VUM	OMD	11	50
